"","event_type_name","event_site_name","start_antenna_id","end_antenna_id","start_ant_group","end_ant_group","ant_config","non_ascent"
"29","Observation","ICB - Ice Harbor Bypass","A1","A4","FULL FLOW BYPASS","FULL FLOW BYPASS",100,NA
"30","Observation","JDJ - John Day Dam Juvenile","01","62","FULL FLOW BYPASS","ADULT FISH RETURN",160,NA
"31","Observation","PRA1 - Priest Rapids Adult West Ladder","07","05","RIGHT [WEST] LADDER WEIR 5","RIGHT [WEST] LADDER WEIR 3",110,NA
"32","Observation","PRO - Prosser Diversion Dam Combined","04","03","MIDDLE LDR COUNTING WINDOW","MIDDLE LDR COUNTING WINDOW",110,NA
"33","Observation","LMA - Lower Monumental Adult Ladders","04","03","Right Ladder","Right Ladder",100,NA
"34","Observation","GOJ - Little Goose Dam Juvenile","01","F2","FULL FLOW BYPASS","ADULT FISH RETURN",150,NA
"35","Observation","GOA - Little Goose Fish Ladder","02","01","Counting Window","Counting Window",100,NA
"36","Observation","TWR - Lwr Twisp Rvr near MSRF Ponds","B6","B3","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"37","Observation","CRW - Chewuch River above Winthrop","06","01","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"38","Observation","ENL - Lower Entiat River","22","22","UPPER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"39","Observation","ENA - Upper Entiat River at rkm 17.1","44","44","DOWNSTREAM ANTENNA ARRAY","DOWNSTREAM ANTENNA ARRAY",100,NA
"40","Observation","MAD - Mad River, Entiat River Basin","36","32","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"41","Observation","TLT - Tillicum Creek Temporary Array","01","01","Instream Array","Instream Array",100,NA
"42","Observation","OKC - Okanagan River at VDS-3","A1","A1","CHANNEL-WIDTH ARRAY","CHANNEL-WIDTH ARRAY",100,NA
"43","Observation","RCL - Rock Creek (WA) at rkm 5","A2","A2","UPPER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"44","Observation","RCS - Rock Creek (WA) at rkm 14","B4","B3","MIDDLE IN-STREAM ARRAY","MIDDLE IN-STREAM ARRAY",100,NA
"45","Observation","John Day Dam Adult Fishways (combined)","06","01","WEIR 246","WEIR 247",100,NA
"46","Observation","JD1 - John Day River, McDonald Ferry","0B","0A","Downstream Array","Downstream Array",110,NA
"47","Observation","SJ1 - SF John Day (Mid)","E5","E5","Downstream","Downstream",100,NA
"48","Observation","BR0 - Bridge Creek Gauge","B2","B2","Downstream","Downstream",100,NA
"49","Observation","BR1 - Bridge Creek Kiosk","F2","F2","Downstream","Downstream",100,NA
"50","Observation","BR2 - Bridge Creek Gable","B4","B1","Downstream Bridge Creek","Upstream Bridge Creek",100,NA
"51","Observation","BR3 - Bridge Creek Ranch","F2","F2","Upstream","Upstream",100,NA
"52","Observation","RCJ - Rock Creek John Day Basin","02","02","Downstream Array","Downstream Array",100,NA
"53","Observation","LAP - Lapwai Creek, near its mouth","A6","A2","LOWER INSTREAM ARRAY","UPPER INSTREAM ARRAY",120,NA
"54","Observation","SWT - Sweetwater Cr. near its mouth","B3","B3","LOWER INSTREAM ARRAY","LOWER INSTREAM ARRAY",110,NA
"55","Observation","WEB - Webb Creek","D2","D1","DOWNSTREAM ANTENNA","UPSTREAM ANTENNA",100,NA
"56","Observation","MIS - Mission Creek","C2","C1","DOWNSTREAM ANTENNA","UPSTREAM ANTENNA",100,NA
"57","Observation","RIA1 - Rock Island Adult Left Ladder","04","01","LEFT LADDER BAFFLE 2","LEFT LADDER BAFFLE 4",130,NA
"58","Observation","MRC - Methow River at Carlton","02","03","Single Array","Single Array",100,NA
"59","Observation","CRU - Upper Chewuch Instream Array","04","04","Downstream Array","Downstream Array",100,NA
"60","Observation","WEA2 - Wells Dam, DCPUD Right Adult Ladder","F3","05","RIGHT LADDER POOL 19","RIGHT LADDER POOL 68",140,NA
"61","Observation","MWF - Whitefish SC in Methow River","F2","E2","Lower Site - Upper Array","Upper Site - Upper Array",100,NA
"62","Observation","SCP - Spring Creek Acclimation Pond","F6","F1","Downstream Antennas","Upstream Antennas",120,NA
"63","Observation","TWX - Estuary Towed Array (Exp.)","C5","C2","MATRIX TRAWL [CURRENT]","MATRIX TRAWL [CURRENT]",170,NA
"64","Observation","LBT - Little Bridge Creek (Twisp R.)","01","01","Temporary Array Above Weir","Temporary Array Above Weir",110,NA
"65","Observation","LTP - Lower Twisp Acclimation Pond","01","01","UPSTREAM ANTENNA","UPSTREAM ANTENNA",100,NA
"66","Observation","LLC - Loup Loup Creek Instream Array","D3","D1","Three Antenna Series","Three Antenna Series",100,NA
"67","Observation","BPC - Bonaparte Creek Instream Array","C3","C1","Three Antenna Series","Three Antenna Series",100,NA
"68","Observation","OKI - Inkaneep Creek ","03","01","Downstream Array","Upstream Array",100,NA
"69","Observation","ANT - Antoine Creek Instream Array","14","11","DOWNSTREAM ANTENNA","UPSTREAM ANTENNA",100,NA
"70","Observation","TNK - Tunk Creek Instream Array","A1","A1","Single Antenna","Single Antenna",100,NA
"71","Observation","MRW - Methow River at Winthrop","B3","B3","UPSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"72","Observation","WFC - Wolf Creek, Methow River","11","11","SINGLE IN-STREAM ANTENNA","SINGLE IN-STREAM ANTENNA",100,NA
"73","Observation","MSH - Methow Fish Hatchery Outfall","00","00","Trap","Trap",110,NA
"74","Observation","DWL - Dworshak NFH adult trap","A1","A2","UPSTREAM ANTENNA","DOWNSTREAM ANTENNA",100,NA
"75","Observation","LC1 - Lower Lolo Creek at rkm 21","B1","B1","SINGLE ARRAY","SINGLE ARRAY",100,NA
"76","Observation","LC2 - Upper Lolo Creek at rkm 25","A4","A4","SINGLE ARRAY","SINGLE ARRAY",100,NA
"77","Observation","LFF - Lyle Falls Fishway","03","01","BYPASS CHANNEL","BYPASS CHANNEL",110,NA
"78","Observation","SJ2 - SF John Day (Murderer's)","D4","D2","Downstream SF John Day","Upstream SF John Day",100,NA
"79","Observation","SSJ - SUNNYSIDE JUVENILE","01","05","Trash Rack Bays","Bypass Entrance",110,NA
"80","Observation","SC1 - Lower SF Clearwater R at rkm 1","B2","B2","INSTREAM ARRAY","INSTREAM ARRAY",100,NA
"81","Observation","KHS - Big Bear Cr. @ Kendrick HS","04","04","Upstream Array","Upstream Array",140,NA
"82","Observation","LMJ - Lower Monumental Dam Juvenile","01","F2","FULL FLOW BYPASS","ADULT FISH RETURN",150,NA
"83","Observation","MRT - Methow River at Twisp","04","04","Upstream array","Upstream array",120,NA
"84","Observation","LLR - Lower Lemhi River","A6","A3","DOWNSTREAM ARRAY","UPSTREAM ARRAY",110,NA
"85","Observation","SUN - Sunnyside Instream Array","07","07","Upstream Array","Upstream Array",110,NA
"86","Observation","SC2 - Lower SF Clearwater R at rkm 2","A1","A2","INSTREAM ARRAY","INSTREAM ARRAY",100,NA
"87","Observation","DSF - Deschutes Sherars Falls","02","02","Main Fishway","Main Fishway",100,NA
"88","Observation","WSR - Warm Springs River PIT Array","04","04","PIT Tag Array","PIT Tag Array",100,NA
"89","Observation","JOC - Joseph Creek ISA @ km 3","A4","A2","Downstream Array","Upstream Array",110,NA
"90","Observation","BHC - Bohannon Creek Lemhi R Basin","03","01","Downstream Array","Upstream Array",110,NA
"91","Observation","WR1 - Wallowa River at river km 14","A5","A4","Mid-Right","Right Center",100,NA
"92","Observation","UGR - Upper Grande Ronde at rkm 155","A1","A1","SINGLE ARRAY","SINGLE ARRAY",100,NA
"93","Observation","MJ1 - Middle Fork John Day Array","A4","A1","Downstream Array","Upstream Array",110,NA
"94","Observation","TMF - Three Mile Falls Dam Combined","01","01","Adult Fish Ladder","Adult Fish Ladder",110,NA
"95","Observation","ENM - Middle Entiat River","52","52","UPPER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"96","Observation","ENS - Upper Entiat River at rkm 35.7","64","61","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"97","Observation","ENF - Upper Entiat River at rkm 40.6","81","81","UPSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"98","Observation","TUF - Tumwater Dam Adult Fishway","A2","A2","WEIR 14","WEIR 14",100,NA
"99","Observation","UWE - Upper Wenatchee River","B6","B1","IN-STREAM ARRAY","IN-STREAM ARRAY",110,NA
"100","Observation","WEJ - Wells Dam Bypass Bay Sample","B7","B7","Baffle Section 6","Baffle Section 6",110,NA
"101","Observation","LWE - Lower Wenatchee River","09","04","DOWNSTREAM ANTENNA ARRAY","UPSTREAM ANTENNA ARRAY",120,NA
"102","Observation","KRS - SF Salmon River at Krassel Cr.","AA","A4","Downstream Array","Upstream Array",120,NA
"103","Observation","CCW - Catherine Creek Ladder/Weir","C2","C1","Bottom Ladder Antenna","Top Ladder Antenna",100,NA
"104","Observation","WHS - Wildhorse Spring Creek","A1","A1","Single Antenna","Single Antenna",100,NA
"105","Observation","NAL - Lower Nason Creek","66","63","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"106","Observation","LRL - Lower Lochsa River Array Site","A2","A2","Instream Array","Instream Array",100,NA
"107","Observation","LRU - Lochsa River Upper Site","B7","B7","Instream Array","Instream Array",100,NA
"108","Observation","IR1 - Lower Imnaha River ISA @ km 7","B3","B3","STREAM CENTER RIGHT","STREAM CENTER RIGHT",100,NA
"109","Observation","PRV - Walla Walla R at Pierce RV Prk","A1","A1","ARRAY","ARRAY",100,NA
"110","Observation","BBT - Touchet River at Bolles Bridge","F6","F6","DOWNSTREAM ARRAY","DOWNSTREAM ARRAY",100,NA
"111","Observation","IR2 - Lower Imnaha River ISA @ km 10","A5","A5","STREAM BANK RIGHT","STREAM BANK RIGHT",100,NA
"112","Observation","MTR - Middle Tucannon River","06","02","DOWNSTREAM ARRAY","UPSTREAM ARRAY",110,NA
"113","Observation","BSC - Big Sheep Creek ISA at km 6","A3","A3","DOWNSTREAM LEFT","DOWNSTREAM LEFT",100,NA
"114","Observation","PAT - Pattit Creek Instream Site","01","01","Upstream Array","Upstream Array",100,NA
"115","Observation","LTR - Lower Tucannon River","05","05","DOWNSTREAM LEFT ANTENNA","DOWNSTREAM LEFT ANTENNA",160,NA
"116","Observation","HYC - Hayden Creek In-stream Array","A5","A1","DOWNSTREAM ARRAY","UPSTREAM ARRAY",120,NA
"117","Observation","PCM - Pine Creek Mouth, Potlatch R.","01","01","Upstream Array","Upstream Array",100,NA
"118","Observation","HRM - Hood River Mouth","05","02","Downstream Array","Upstream Array",120,NA
"119","Observation","DBH - Buck Hollow Ck Deschutes Trib","96","94","Downstream","Upstream",100,NA
"120","Observation","MTD - Mill Creek at The Dalles","B2","B1","Downstream Array","Upstream Array",100,NA
"121","Observation","UTR - Upper Tucannon River","A5","A6","DOWNSTREAM ARRAY","DOWNSTREAM ARRAY",100,NA
"122","Observation","ACM - Asotin Creek near mouth","04","02","MIDDLE ARRAY","UPSTREAM ARRAY",110,NA
"123","Observation","ACB - Asotin Cr. at Cloverland Brdg.","03","05","5-ANTENNA PARALLEL ARRAY","5-ANTENNA PARALLEL ARRAY",100,NA
"124","Observation","LRW - Lemhi River Weir","A5","A5","DOWNSTREAM ARRAY","DOWNSTREAM ARRAY",110,NA
"125","Observation","TFH - Tucannon Fish Hatchery","F4","F1","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"126","Observation","CCA - Lower Charley Creek ISA","02","02","DOWNSTREAM ANTENNA","DOWNSTREAM ANTENNA",110,NA
"127","Observation","MDR - McDonald Road Bridge","01","01","Single Array","Single Array",100,NA
"128","Observation","ZEN - Secesh River at Zena Cr. Ranch","B5","A3","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",110,NA
"129","Observation","SFG - SF Salmon at Guard Station Br.","A1","A1","IN-STREAM ARRAY","IN-STREAM ARRAY",100,NA
"130","Observation","IR3 - Upper Imnaha River ISA @ km 41","C4","C4","DOWNSTREAM ARRAY","DOWNSTREAM ARRAY",100,NA
"131","Observation","LNR - Lower Naches River","05","05","Single Array","Single Array",100,NA
"132","Observation","ESS - EFSF Salmon River at Parks Cr.","B4","A4","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"133","Observation","TOP - Lower Toppenish Creek","24","21","Downstream","Upstream",100,NA
"134","Observation","HST - Touchet River at Harvey Shaw","02","02","Upstream Array","Upstream Array",100,NA
"135","Observation","TP2 - Toppenish Creek at Simcoe Ck","04","03","Downstream Array","Downstream Array",100,NA
"136","Observation","SAT - Lower Satus Creek","14","14","Downstream","Downstream",100,NA
"137","Observation","BGM - Burlingame Dam and Canal","F5","F5","BYPASS SLOT","BYPASS SLOT",110,NA
"138","Observation","COC - Cow Creek ISA @ stream mouth","A1","A2","UPSTREAM ANTENNA","DOWNSTREAM ANTENNA",100,NA
"139","Observation","NFS - North Fork Salmon River","06","03","Downstream Array","Upstream Array",100,NA
"140","Observation","HS1 - Top of side channel near ENFH","01","01","Top Antenna","Top Antenna",100,NA
"141","Observation","HS2 - Bottom side channel near ENFH","01","01","Bottom Antenna","Bottom Antenna",100,NA
"142","Observation","HN1 - Top of Harrison side channel","07","07","Pass Through Antenna","Pass Through Antenna",100,NA
"143","Observation","HN3 - Bottom Harrison Side Channel","09","09","Pass Through Antenna","Pass Through Antenna",100,NA
"144","Observation","HN2 - Middle Harrison Side Channel","08","08","Pass Through Antenna","Pass Through Antenna",100,NA
"145","Observation","NAU - Upper Nason Creek","44","46","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY",100,NA
"146","Observation","OMK - Omak Creek Instream Array","A5","A5","DOWNSTREAM ARRAY","DOWNSTREAM ARRAY",110,NA
"147","Observation","MWC - Maxwell Canal","A2","A2","HEADGATE","HEADGATE",120,NA
"148","Observation","FDD - Feed Diversion Dam","B1","B1","UPPER DAM NOTCH","UPPER DAM NOTCH",100,NA
"149","Observation","NBA - Nursery Bridge Adult","02","02","EAST [NEW] LADDER","EAST [NEW] LADDER",160,NA
"150","Observation","18N - 1890s Channel Methow River","A3","A3","Downstream Array","Downstream Array",100,NA
"151","Observation","ZSL - Zosel Dam Combined","A2","A1","Left Ladder Weir 3","Left Ladder Weir 2",110,NA
"152","Observation","ROZ - Roza Diversion Dam (Combined)","03","01","DOWNSTREAM WEIR","UPSTREAM WEIR",110,NA
"153","Observation","LOR - Lost River at rkm 0.81","F4","F4","Downstream Array","Downstream Array",100,NA
"154","Observation","EWC - Early Winters Creek rkm 0.36","B5","B6","Downstream Array","Downstream Array",100,NA
"155","Observation","SA1 - Salmon Creek Instream Array","B3","B1","DOWNSTREAM ANTENNA","UPSTREAM ANTENNA",100,NA
"156","Observation","GLC - Gold Creek, Methow River","E1","E1","UPPER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",110,NA
"157","Observation","HSL - Hancock Springs Lower","C2","C2","Hancock Springs 03","Hancock Springs 03",100,NA
"158","Observation","MJ2 - Middle Fork John Day Ritter","02","02","Downstream Array","Downstream Array",130,NA
"159","Observation","ORB - Oasis Road Bridge","A4","A4","UPSTREAM FLAT-PLATE ARRAY","UPSTREAM FLAT-PLATE ARRAY",110,NA
"160","Observation","MRB - Methow River Basin","E6","E6","GOLD CREEK NEAR MOUTH","GOLD CREEK NEAR MOUTH",100,NA
"161","Observation","CLC - Clear Creek near Kooskia NFH","05","05","Clear Creek Array","Clear Creek Array",100,NA
"162","Observation","NMC - Ninemile Creek Instream Array","21","23","UPSTREAM ANTENNA","DOWNSTREAM MIDDLE ANTENNA",100,NA
"163","Observation","RZF - Roza Dam Fishway","03","03","DOWNSTREAM WEIR","DOWNSTREAM WEIR",100,NA
"164","Observation","PES - Peshastin Creek","14","11","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"165","Observation","TAN - Taneum Creek Instream","02","02","MIDDLE ANTENNA","MIDDLE ANTENNA",100,NA
"166","Observation","LMT - Lower Mainstem Teanaway River","B4","B3","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"167","Observation","WSH - Warm Springs Hatchery","02","02","ADULT FISHWAY","ADULT FISHWAY",100,NA
"168","Observation","UM1 - Umatilla River USFWS","01","01","LEFT ANTENNA","LEFT ANTENNA",100,NA
"169","Observation","TAY - Big Creek at Taylor Ranch","B4","B4","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY",100,NA
"170","Observation","UM2 - Umatilla River Instream Array","F3","F3","IN-STREAM ARRAY","IN-STREAM ARRAY",100,NA
"171","Observation","TMJ - 3-Mile Falls Dam Smolt Bypass","10","11","Sample Facility","Sample Facility",130,NA
"172","Observation","TMA - 3-Mile Falls Dam Adult Fishway","01","01","FISH LADDER VIEWING WINDOW","FISH LADDER VIEWING WINDOW",110,NA
"173","Observation","CHL - Lower Chiwawa River","82","82","UPPER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"174","Observation","CHU - Upper Chiwawa River","95","95","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY",100,NA
"175","Observation","JUL - Potlatch River near Juliaetta","A5","A5","IN-STREAM ARRAY","IN-STREAM ARRAY",100,NA
"176","Observation","WW1 - Harris Bridge S F Walla Walla","01","01","UPSTREAM OF BRIDGE","UPSTREAM OF BRIDGE",120,NA
"177","Observation","CRT - Crooked River Satellite Fac.","A1","A2","ADULT RETURN LADDER","ADULT RETURN LADDER",100,NA
"178","Observation","CMP - Camp Creek at rkm 2 - Imnaha","C1","C3","Upstream Array","Downstream Array",100,NA
"179","Observation","HLM - Potlatch River near Helmer","A3","A1","LOWER LEFT 20-FT ANTENNA","UPPER LEFT 20-FT ANTENNA",100,NA
"180","Observation","UCT - Upper Chiwawa Temporary Array","F4","F4","Instream Array","Instream Array",100,NA
"181","Observation","LWD - Lowden Diversion Dam","12","12","FISH LADDER ENTRANCE","FISH LADDER ENTRANCE",100,NA
"182","Observation","LBC - Libby Creek, Methow River","C4","C4","SINGLE IN-STREAM ANTENNA","SINGLE IN-STREAM ANTENNA",100,NA
"183","Observation","BVC - Beaver Creek, Methow River","B6","B1","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"184","Observation","RCT - Roaring Creek Temporary Array","01","01","Instream Array","Instream Array",100,NA
"185","Observation","KEN - Kenney Creek In-stream Arrays","A5","A1","DOWNSTREAM ANTENNA","UPSTREAM ANTENNA",100,NA
"186","Observation","BCP - Butcher Creek Acclimation Pond","02","02","POND EXIT","POND EXIT",100,NA
"187","Observation","CHM - Chumstick Creek","F3","F2","DOWNSTREAM ANTENNA","MIDDLE ANTENNA",100,NA
"188","Observation","CHW - Chiwaukum Creek","04","01","DOWNSTREAM ARRAY","UPSTREAM ARRAY",100,NA
"189","Observation","BO2-BO3-BO4","BO3-18","BO4-01","BO3-WEIR 34","BO4-VERTICAL SLOT DETECTORS",100,NA
"190","Observation","MC2 - McNary Washington Shore Ladder","13","01","WEIR 302","COUNTING WINDOW",120,NA
"191","Observation","ICH2 - Ice Harbor Dam South Ladder","07","01","LEFT LADDER WEIR 435 [O/S]","LEFT LADDER WEIR 438 [O/S]",100,NA
"192","Observation","LTR - Lower Tucannon River","C4","C4","DWNSTRM RIGHT IN-STREAM ARRAY","DWNSTRM RIGHT IN-STREAM ARRAY",120,NA
"193","Observation","ORB - Oasis Road Bridge","B4","B4","PASS-THROUGH [DOWNSTREAM] 4","PASS-THROUGH [DOWNSTREAM] 4",130,NA
"194","Observation","BO1 - Bonneville Bradford Is. Ladder","14","01","A-BRANCH WEIR 43","VERTICAL SLOT DETECTORS",110,NA
"195","Observation","MC1 - McNary Oregon Shore Ladder","11","01","WEIR 279","COUNTING WINDOW",100,NA
"196","Observation","GRA - Lower Granite Dam Adult","14","02","ISO WEST","WEIR 733",140,NA
"197","Observation","LMJ - Lower Monumental Dam Juvenile","01","F2","FULL FLOW BYPASS","ADULT FISH RETURN",150,NA
"198","Observation","GOJ - Little Goose Dam Juvenile","01","F2","FULL FLOW BYPASS","ADULT FISH RETURN",150,NA
"199","Observation","ICH1 - Ice Harbor Dam North Ladder","10","0A","RIGHT LADDER WEIR 435 [S/O]","RIGHT LADDER WEIR 438 [S/O]",100,NA
"200","Observation","ICB - Ice Harbor Bypass","A1","A4","FULL FLOW BYPASS","FULL FLOW BYPASS",100,NA
"201","Observation","JD1 - John Day River, McDonald Ferry","05","02","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"202","Observation","WSH - Warm Springs Hatchery","01","01","ADULT FISHWAY","ADULT FISHWAY",100,NA
"203","Observation","ACB - Asotin Cr. at Cloverland Brdg.","02","02","5-ANTENNA PARALLEL ARRAY","5-ANTENNA PARALLEL ARRAY",100,NA
"204","Observation","AFC - No./So. Fk Asotin Cr. Jct. ISA","05","05","MAINSTEM ASOTIN CREEK ARRAY","MAINSTEM ASOTIN CREEK ARRAY",100,NA
"205","Observation","CCA - Lower Charley Creek ISA","02","01","Downstream Antenna","Upstream Antenna",90,NA
"206","Observation","PRA2 - Priest Rapids Adult East Ladder","04","02","LEFT [EAST] LADDER WEIR 7","LEFT [EAST] LADDER WEIR 3",110,NA
"207","Observation","RIA2 - Rock Island Adult Middle Ladder","07","06","MIDDLE LADDER BAFFLE 2","MIDDLE LADDER BAFFLE 4",100,NA
"208","Observation","RRF - Rocky Reach Fishway","03","02","WEIR 4","WEIR 6",100,NA
"209","Observation","WEA2 - Wells Dam, DCPUD Right Adult Ladder","07","05","RIGHT LADDER POOL 67","RIGHT LADDER POOL 68",120,NA
"210","Observation","LMR - Lower Methow River at Pateros","A2","A2","IN-STREAM ARRAY","IN-STREAM ARRAY",100,NA
"211","Observation","MCJ - McNary Dam Juvenile","01","04","FULL FLOW BYPASS","FULL FLOW BYPASS",160,NA
"212","Observation","BCC - BON PH2 Corner Collector","01","01","15X15 FULL-FLOW ANTENNA","15X15 FULL-FLOW ANTENNA",100,NA
"213","Observation","The Dalles Adult Fishways (combined)","02","01","Counting Window","Counting Window",100,NA
"214","Observation","DWL - Dworshak NFH adult trap","A1","A2","UPSTREAM ANTENNA","DOWNSTREAM ANTENNA",100,NA
"215","Observation","SC1 - Lower SF Clearwater R at rkm 1","B2","B2","INSTREAM ARRAY","INSTREAM ARRAY",100,NA
"216","Observation","SC2 - Lower SF Clearwater R at rkm 2","A1","A1","INSTREAM ARRAY","INSTREAM ARRAY",100,NA
"217","Observation","DRM - Deschutes River mouth","0A","04","Downstream Array","Upstream Array",100,NA
"218","Observation","JDJ - John Day Dam Juvenile","01","04","FULL FLOW BYPASS","FULL FLOW BYPASS",160,NA
"219","Observation","LLR - Lower Lemhi River","A3","A3","IN-STREAM ARRAY","IN-STREAM ARRAY",100,NA
"220","Observation","TMF - Three Mile Falls Dam Combined","01","01","ADULT FISH LADDER","ADULT FISH LADDER",100,NA
"221","Observation","RIA3 - Rock Island Adult Right Ladder","0B","0A","RIGHT LADDER BAFFLE 2","RIGHT LADDER BAFFLE 4",100,NA
"222","Observation","PRA1 - Priest Rapids Adult West Ladder","08","05","RIGHT [WEST] LADDER WEIR 5","RIGHT [WEST] LADDER WEIR 3",110,NA
"223","Observation","GRJ - Lower Granite Dam Juvenile","A1","92","A-SEPARATOR GATE","DIVERSION RIVER EXIT",140,NA
"224","Observation","LAP - Lapwai Creek, near its mouth","A1","A1","UPPER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"225","Observation","JUL - Potlatch River near Juliaetta","A6","A1","IN-STREAM ARRAY","IN-STREAM ARRAY",100,NA
"226","Observation","SWT - Sweetwater Cr. near its mouth","B2","B1","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY",100,NA
"227","Observation","MIS - Mission Creek","C2","C2","DOWNSTREAM ANTENNA","DOWNSTREAM ANTENNA",100,NA
"228","Observation","TWX - Estuary Towed Array (Exp.)","C6","C3","MATRIX TRAWL [CURRENT]","MATRIX TRAWL [CURRENT]",170,NA
"229","Observation","JOC - Joseph Creek ISA @ km 3","A4","A2","DOWNSTREAM LEFT","UPSTREAM CENTER",100,NA
